INSERT INTO fa22_sg_order_product (quantity, actual_price, product_id, order_id) VALUES 
('4', '231.0', 'TEC-AC-3396', 'ES-2013-MS1736564-41594'), 
('5', '42.68', 'OFF-PA-4160', 'ID-2015-ME1772597-42308'), 
('1', '170.19', 'FUR-BO-5747', 'CG-2015-MH811533-42225'), 
('3', '85.29', 'OFF-SU-4118', 'IN-2015-PO191957-42070'), 
('2', '40.78', 'FUR-FU-3882', 'CA-2013-FA14230140-41313'), 
('2', '128.22', 'FUR-CH-4518', 'ES-2014-RE19405139-41949'), 
('2', '9.39', 'OFF-PA-6303', 'CA-2013-FA14230140-41457'), 
('5', '162.6', 'FUR-FU-4043', 'MX-2015-TB2162551-42234'), 
('5', '91.0', 'OFF-SU-4120', 'MX-2014-JF1541531-41978'), 
('3', '235.12', 'FUR-BO-5961', 'MX-2014-HG1484536-41928'), 
('3', '94.98', 'OFF-SU-6179', 'MX-2015-CM1183018-42131'), 
('2', '179.23', 'FUR-BO-5942', 'MX-2015-SP2054582-42353'), 
('3', '86.94', 'TEC-AC-5115', 'US-2013-TB2128055-41619'), 
('5', '39.72', 'OFF-ST-3079', 'CA-2014-FA14230140-41964'), 
('1', '143.37', 'FUR-BO-3618', 'ES-2012-CB12415139-41132'), 
('5', '38.88', 'OFF-LA-3311', 'ID-2015-DM130157-42158'), 
('3', '126.93', 'FUR-CH-5751', 'ES-2015-DB1327048-42360'), 
('2', '2.89', 'OFF-BI-6412', 'CA-2013-FA14230140-41457'), 
('5', '156.8', 'OFF-ST-4108', 'MX-2015-BF1127593-42282'), 
('3', '130.62', 'TEC-PH-5831', 'MX-2012-JS1559539-41009'), 
('2', '39.32', 'OFF-BI-6370', 'MX-2014-JL1523593-41776'), 
('4', '15.49', 'FUR-FU-4091', 'US-2013-FA14230140-41577'), 
('7', '71.82', 'OFF-LA-5392', 'ES-2013-DK12985139-41352'), 
('2', '77.1', 'OFF-EN-4445', 'IN-2015-JB1592558-42272'), 
('4', '115.56', 'OFF-EN-5038', 'SF-2012-LL6840117-41053'), 
('3', '136.89', 'TEC-MA-5495', 'IN-2013-LH169007-41638'), 
('1', '81.69', 'TEC-AC-5867', 'ES-2015-MB173058-42113'), 
('1', '191.13', 'TEC-CO-3592', 'ES-2012-MC1757548-41135'), 
('2', '7.16', 'OFF-FA-5459', 'CA-2012-FA14230140-41170'), 
('3', '135.93', 'FUR-CH-5759', 'ID-2014-SC2080059-41922'), 
('5', '107.46', 'OFF-ST-6275', 'US-2014-MA1756055-41949'), 
('4', '436.32', 'TEC-MA-6136', 'MX-2013-RB1979518-41322'), 
('3', '156.24', 'TEC-MA-4202', 'MX-2015-ZC2191018-42259'), 
('7', '130.34', 'OFF-AR-3492', 'MX-2013-JF1535582-41570'), 
('2', '219.78', 'FUR-FU-5727', 'IN-2015-CK1259527-42196'), 
('1', '148.74', 'TEC-CO-3599', 'PL-2015-FO4305103-42257'), 
('4', '101.76', 'OFF-SU-2989', 'IN-2015-JH1598592-42346'), 
('7', '1927.59', 'OFF-AP-4715', 'CA-2014-FC14245140-41930'), 
('7', '87.99', 'OFF-BI-3247', 'ES-2015-TS2108564-42133'), 
('3', '449.97', 'TEC-PH-5565', 'CA-2014-FC14245140-41930'), 
('3', '56.63', 'FUR-FU-4042', 'US-2012-TT2107082-41219'), 
('5', '163.2', 'OFF-BI-6384', 'MX-2014-BG1103582-41905'), 
('8', '69.92', 'OFF-FA-2959', 'MX-2015-KE1642031-42252'), 
('7', '87.22', 'OFF-EN-3110', 'MX-2012-QJ1925582-40949'), 
('13', '171.64', 'OFF-PA-6622', 'IN-2012-BE113357-41011'), 
('7', '286.93', 'OFF-PA-6443', 'CA-2015-FC14245140-42070'), 
('2', '204.08', 'TEC-MA-4193', 'IT-2014-JM1553564-41816'), 
('2', '206.38', 'TEC-PH-3966', 'CA-2015-FC14245140-42070'), 
('3', '158.38', 'TEC-PH-5834', 'CA-2015-FC14245140-42256'), 
('4', '101.41', 'TEC-AC-5216', 'IN-2013-LH167507-41440'), 
('4', '173.88', 'OFF-SU-4991', 'SA-2015-TM11490110-42314'), 
('2', '86.96', 'TEC-PH-5348', 'MX-2012-KH1636039-41208'), 
('8', '163.92', 'OFF-EN-3656', 'IN-2013-AS1013527-41573'), 
('5', '254.07', 'OFF-ST-4296', 'IN-2012-AC104507-41166'), 
('8', '88.13', 'OFF-LA-3320', 'ES-2013-AA10480139-41350'), 
('5', '258.9', 'OFF-BI-4818', 'ES-2013-CM1219064-41364'), 
('2', '241.64', 'FUR-CH-5806', 'IN-2012-JL15130130-41199'), 
('6', '82.08', 'OFF-BI-2894', 'ES-2013-KL16555139-41509'), 
('5', '61.68', 'OFF-ST-3927', 'CA-2015-FC14245140-42256'), 
('1', '96.8', 'FUR-BO-5768', 'ID-2013-TC21145102-41591'), 
('4', '207.12', 'OFF-AR-5904', 'AG-2015-TB112503-42368'), 
('2', '105.32', 'FUR-CH-4698', 'MX-2015-HM1498051-42199'), 
('5', '76.8', 'OFF-ST-5689', 'MX-2014-CL1270082-41900'), 
('7', '43.12', 'OFF-LA-3298', 'MX-2015-PV1898518-42305'), 
('3', '100.44', 'OFF-EN-4440', 'MX-2014-CK1259528-41857'), 
('3', '123.12', 'TEC-AC-5862', 'IN-2015-BD1156058-42325'), 
('2', '161.57', 'OFF-AP-3178', 'CA-2015-FC14245140-42299'), 
('2', '118.2', 'TEC-CO-6007', 'ID-2013-EH1418597-41485'), 
('8', '130.94', 'FUR-FU-6243', 'TU-2014-JJ5445134-41976'), 
('6', '34.2', 'OFF-BI-3736', 'IN-2014-KD164957-41901'), 
('2', '81.66', 'OFF-SU-4996', 'CG-2014-LC688533-41768'), 
('2', '87.84', 'OFF-SU-4325', 'IR-2015-MG768060-42109'), 
('5', '96.75', 'OFF-FA-6187', 'ES-2013-RF1973545-41612'), 
('3', '117.4', 'TEC-PH-5348', 'IT-2015-SL2015564-42340'), 
('1', '93.56', 'TEC-MA-5006', 'NI-2015-SF1020095-42228'), 
('2', '56.3', 'OFF-AR-3529', 'CA-2013-FC14245140-41618'), 
('3', '123.12', 'TEC-AC-5862', 'ES-2012-BP1123064-40999'), 
('9', '147.99', 'OFF-FA-6184', 'IN-2015-BP112307-42278'), 
('6', '23.88', 'OFF-AR-4332', 'CA-2015-FC14245140-42070'), 
('4', '11.52', 'OFF-LA-3209', 'CA-2015-FC14245140-42070'), 
('2', '252.04', 'TEC-PH-3803', 'IN-2012-LT1711059-40946'), 
('3', '412.02', 'OFF-ST-4259', 'IN-2013-MG1769558-41620'), 
('1', '3.42', 'OFF-AR-5298', 'CA-2013-FC14245140-41438'), 
('8', '252.0', 'FUR-FU-4101', 'IN-2012-TC2098027-41034'), 
('6', '122.94', 'OFF-EN-3656', 'ES-2014-TH21100125-41767'), 
('7', '65.56', 'OFF-PA-6609', 'ID-2013-ZC2191059-41510'), 
('3', '144.9', 'OFF-PA-4464', 'ES-2015-BW1106564-42189'), 
('2', '98.4', 'OFF-BI-3258', 'ES-2015-KD1649545-42314'), 
('1', '61.62', 'FUR-CH-4520', 'SF-2015-ML7755117-42060'), 
('7', '111.72', 'OFF-EN-4904', 'IN-2014-RB1933027-41979'), 
('4', '6.22', 'OFF-BI-6018', 'CA-2015-FC14245140-42299'), 
('7', '95.0', 'OFF-PA-4479', 'US-2014-TB2135555-41860'), 
('3', '138.96', 'TEC-AC-5130', 'ES-2015-BP1115545-42320'), 
('4', '158.22', 'FUR-FU-6242', 'ES-2015-CK1232548-42274'), 
('4', '114.86', 'OFF-AP-4492', 'TU-2012-JF5355134-40934'), 
('3', '25.47', 'OFF-BI-4824', 'ES-2013-PB18805120-41591'), 
('4', '111.0', 'OFF-PA-6606', 'SA-2014-SB10290110-41975'), 
('5', '211.05', 'TEC-AC-3394', 'ES-2014-SO2033548-41954'), 
('2', '96.55', 'TEC-PH-3799', 'ID-2015-SG2060592-42117'), 
('7', '94.19', 'OFF-BI-6383', 'US-2014-SC2005018-41783'), 
('3', '114.78', 'OFF-ST-4293', 'MX-2014-IL1510082-41674'), 
('3', '42.03', 'OFF-BI-4810', 'ES-2014-AA1037564-42003'), 
('2', '132.84', 'OFF-AP-3856', 'SO-2014-CS2400116-41989'), 
('2', '85.54', 'FUR-CH-5373', 'IN-2014-DK1289559-41697'), 
('2', '221.51', 'FUR-BO-4855', 'IN-2013-EH137657-41447'), 
('3', '92.43', 'OFF-BI-4806', 'ES-2015-LS16945139-42342'), 
('1', '137.79', 'TEC-PH-5351', 'EG-2012-MC727538-41130'), 
('2', '46.5', 'OFF-ST-6251', 'IN-2015-MC1757527-42066'), 
('2', '60.96', 'OFF-PA-6605', 'CM-2015-MH762022-42124'), 
('2', '146.1', 'TEC-PH-5260', 'EG-2014-NL831038-41794'), 
('4', '206.39', 'TEC-AC-4178', 'ID-2014-RF197357-41675'), 
('3', '211.41', 'OFF-AP-4953', 'ES-2013-RD19810139-41457'), 
('1', '149.82', 'FUR-BO-5953', 'RO-2015-SE10110107-42192'), 
('1', '4.06', 'OFF-PA-5716', 'CA-2015-FC14245140-42299'), 
('3', '55.17', 'OFF-PA-5869', 'IT-2012-SJ2050064-40932'), 
('7', '47.04', 'OFF-BI-3737', 'ES-2015-ST2053045-42293'), 
('3', '114.53', 'FUR-CH-5449', 'US-2015-RK1930018-42206'), 
('9', '254.88', 'FUR-CH-4631', 'US-2015-LB1679582-42322'), 
('4', '28.96', 'OFF-FA-3070', 'MX-2013-PB1915082-41410'), 
('2', '128.8', 'OFF-AP-4719', 'MX-2015-KB1624039-42364'), 
('3', '60.84', 'FUR-FU-5987', 'CA-2013-FC14245140-41536'), 
('5', '109.65', 'OFF-SU-4130', 'IN-2013-AM1070527-41535'), 
('7', '447.86', 'OFF-BI-4360', 'CA-2012-FG14260140-41049'), 
('2', '64.38', 'OFF-AR-3463', 'ES-2014-JF1556545-41886'), 
('6', '156.6', 'OFF-AR-5923', 'ES-2014-JE161658-41986'), 
('1', '130.62', 'FUR-CH-4683', 'SF-2015-MC7845117-42007'), 
('3', '187.52', 'TEC-MA-5011', 'ID-2013-RD19585102-41285'), 
('6', '245.88', 'OFF-AP-3368', 'CA-2012-FG14260140-41049'), 
('1', '28.68', 'OFF-SU-4978', 'BO-2012-SS1059013-41132'), 
('4', '103.58', 'OFF-PA-5852', 'ID-2014-TT2122088-41999'), 
('4', '158.4', 'FUR-CH-4525', 'MX-2012-TZ2144582-41165'), 
('4', '67.44', 'FUR-FU-3956', 'MX-2014-NM1844518-41845'), 
('4', '221.57', 'FUR-CH-5447', 'TU-2013-EM4095134-41356'), 
('4', '153.42', 'OFF-AP-3583', 'IT-2013-LH17155124-41510'), 
('6', '298.46', 'OFF-ST-4271', 'CA-2015-FG14260140-42196'), 
('1', '139.77', 'TEC-PH-3816', 'IN-2015-RB193307-42187'), 
('4', '146.91', 'FUR-FU-6237', 'IN-2015-TS2143059-42264'), 
('2', '77.0', 'TEC-AC-3396', 'MX-2013-CC1243082-41444'), 
('3', '95.04', 'OFF-EN-3097', 'MX-2014-MC1763518-41880'), 
('6', '174.84', 'OFF-SU-4133', 'MX-2013-MG1769582-41285'), 
('2', '84.78', 'TEC-PH-4802', 'CA-2015-FG14260140-42280'), 
('4', '93.34', 'OFF-BI-3474', 'CA-2015-FG14260140-42335'), 
('4', '325.92', 'TEC-AC-5864', 'IN-2015-AT1073527-42292'), 
('4', '87.92', 'OFF-AR-5551', 'CA-2015-FG14260140-42293'), 
('5', '124.34', 'OFF-EN-5031', 'ID-2013-LT17110130-41513'), 
('4', '49.44', 'OFF-AR-5926', 'IN-2014-MH1778527-41697'), 
('3', '59.4', 'OFF-EN-3673', 'IN-2015-MC1810027-42308'), 
('3', '40.68', 'OFF-SU-4982', 'IN-2012-PO1886511-40940'), 
('4', '110.28', 'TEC-AC-4180', 'ID-2012-SC2026097-41164'), 
('5', '289.35', 'OFF-ST-4294', 'ES-2015-TT21220139-42322'), 
('3', '34.44', 'OFF-PA-6080', 'CA-2012-FG14260140-41229'), 
('2', '107.1', 'FUR-FU-4036', 'ES-2014-GH1441064-41678'), 
('2', '124.32', 'OFF-ST-5707', 'IN-2013-JR1570058-41441'), 
('4', '189.12', 'FUR-FU-6238', 'UP-2015-JD6150137-42138'), 
('2', '34.02', 'OFF-AR-5912', 'ES-2012-JH16180139-41090'), 
('2', '98.46', 'OFF-BI-3724', 'IN-2012-ME1732092-41059'), 
('1', '26.37', 'OFF-AR-3537', 'CA-2015-FG426023-42214'), 
('2', '109.8', 'OFF-AR-3527', 'IN-2015-RP1927058-42296'), 
('7', '58.73', 'OFF-AP-3505', 'CA-2015-FG14260140-42335'), 
('2', '69.52', 'FUR-CH-5433', 'ID-2013-TM210107-41492'), 
('5', '38.28', 'OFF-AR-3532', 'MX-2013-KD1661554-41401'), 
('2', '192.13', 'FUR-CH-4563', 'MX-2014-JL1513082-41696'), 
('2', '199.44', 'FUR-CH-4544', 'MX-2014-TH2110018-41968'), 
('2', '168.12', 'TEC-PH-5843', 'MX-2015-MC1760582-42179'), 
('1', '257.85', 'TEC-AC-5896', 'RO-2015-AI855107-42166'), 
('2', '147.9', 'TEC-AC-5117', 'ES-2013-BD1160548-41580'), 
('2', '266.69', 'FUR-BO-5943', 'ID-2015-CJ1187597-42147'), 
('3', '4.84', 'OFF-BI-2928', 'CA-2015-FG14260140-42267'), 
('2', '93.18', 'OFF-PA-3987', 'IN-2015-GK1462058-42307'), 
('5', '141.9', 'TEC-AC-5219', 'IN-2015-JK1609058-42258'), 
('3', '151.38', 'OFF-BI-6383', 'ES-2013-JP16135120-41489'), 
('3', '17.94', 'OFF-PA-6551', 'CA-2012-FG14260140-41049'), 
('3', '8.94', 'OFF-FA-6129', 'CA-2015-FG14260140-42280'), 
('3', '75.49', 'OFF-AR-6120', 'ID-2015-PF192257-42242'), 
('7', '132.87', 'OFF-PA-4470', 'IN-2015-SZ200357-42190'), 
('3', '66.74', 'OFF-PA-3998', 'IN-2014-SF202007-41796'), 
('3', '32.85', 'OFF-FA-6189', 'IN-2012-TD2099558-41177'), 
('2', '140.52', 'TEC-AC-5116', 'IZ-2013-TB1105561-41441'), 
('2', '44.94', 'OFF-AR-6115', 'RS-2015-TC11145108-42178'), 
('2', '98.46', 'OFF-BI-3724', 'ES-2014-TS2116045-41817'), 
('3', '147.9', 'TEC-AC-5117', 'MX-2013-CK1232539-41615'), 
('2', '114.66', 'TEC-AC-4178', 'IN-2014-AS1028558-41877'), 
('3', '154.78', 'OFF-ST-5710', 'IN-2013-CM1238559-41622'), 
('3', '38.88', 'OFF-FA-6205', 'IN-2013-GT1471058-41450'), 
('3', '931.18', 'OFF-BI-4275', 'CA-2015-FH14275140-42319'), 
('1', '160.54', 'FUR-BO-3636', 'ID-2013-JC1610559-41461'), 
('3', '130.41', 'OFF-BI-3255', 'IN-2014-JP161357-41864'), 
('2', '77.53', 'FUR-CH-4631', 'ID-2013-KA1652559-41436'), 
('3', '362.35', 'FUR-CH-3977', 'CA-2015-FH14275140-42258'), 
('9', '111.78', 'OFF-LA-5377', 'ES-2015-NS1850564-42167'), 
('8', '287.52', 'OFF-EN-6324', 'CA-2014-FH14275140-41956'), 
('2', '303.86', 'FUR-BO-3897', 'ES-2014-SG2008045-41671'), 
('2', '143.1', 'TEC-AC-5202', 'IR-2012-VD1167060-41177'), 
('6', '96.3', 'OFF-SU-4311', 'IN-2015-VW217757-42335'), 
('3', '130.56', 'TEC-PH-3142', 'MX-2012-AB1016551-41075'), 
('4', '66.72', 'OFF-EN-3668', 'US-2012-MC18100143-41251'), 
('2', '139.8', 'OFF-AP-4952', 'EG-2012-AP72038-40970'), 
('2', '430.88', 'TEC-PH-2879', 'CA-2015-FH14275140-42319'), 
('3', '299.97', 'TEC-AC-5655', 'CA-2012-FH14275140-41004'), 
('4', '185.28', 'OFF-AR-3499', 'ES-2015-JB16000139-42088'), 
('6', '158.94', 'OFF-PA-4002', 'IN-2015-MG1789092-42158'), 
('6', '178.74', 'OFF-PA-5853', 'IN-2013-OT1873058-41462'), 
('3', '253.44', 'FUR-CH-5409', 'ES-2015-SN2071014-42181'), 
('3', '145.35', 'OFF-ST-4096', 'IN-2012-VP2173058-41140'), 
('4', '74.64', 'OFF-PA-4004', 'MX-2014-JH1543039-41858'), 
('1', '85.62', 'OFF-ST-6033', 'MX-2012-SG2060539-41019'), 
('3', '80.1', 'OFF-SU-4121', 'ES-2012-AB1001564-41150'), 
('1', '117.15', 'TEC-MA-4209', 'SL-2013-CC2145112-41593'), 
('3', '597.13', 'TEC-MA-4596', 'CA-2015-FH14275140-42189'), 
('4', '111.84', 'OFF-PA-3991', 'ES-2013-JL15505120-41310'), 
('4', '116.88', 'OFF-AR-3545', 'TZ-2014-LW6825129-41829'), 
('4', '54.0', 'OFF-BI-3717', 'SA-2012-MM7260110-41269'), 
('2', '96.18', 'OFF-SU-6177', 'EG-2013-NM844538-41513'), 
('2', '108.42', 'OFF-AP-3878', 'IN-2013-SH2063558-41517'), 
('4', '126.8', 'OFF-ST-6068', 'MX-2014-KC1667518-41823'), 
('3', '659.42', 'FUR-BO-3624', 'MX-2015-VF2171582-42074'), 
('3', '170.64', 'OFF-AP-4969', 'MX-2015-FW1439518-42209'), 
('5', '226.9', 'FUR-CH-5440', 'MX-2015-CM1193518-42333'), 
('7', '110.6', 'OFF-PA-4477', 'MX-2012-HJ1487582-41149'), 
('4', '591.32', 'FUR-TA-4615', 'CA-2012-FH14275140-41202'), 
('7', '273.9', 'OFF-PA-6441', 'CA-2015-FH14275140-42189'), 
('2', '69.5', 'OFF-AP-3861', 'IN-2015-EB137507-42007'), 
('12', '178.56', 'OFF-SU-6169', 'ES-2012-JK156408-41261'), 
('3', '75.15', 'OFF-AR-6120', 'ES-2014-PK1907544-41703'), 
('4', '40.4', 'OFF-BI-2897', 'MX-2014-KW1643582-41915'), 
('2', '187.85', 'FUR-TA-5071', 'US-2013-HD1478598-41583'), 
('5', '108.0', 'OFF-ST-5688', 'IT-2012-AS1024045-40934'), 
('1', '166.74', 'TEC-PH-5338', 'IN-2012-AS1028527-41034'), 
('5', '147.45', 'TEC-AC-5129', 'ES-2013-AJ1096048-41545'), 
('5', '194.7', 'OFF-ST-4027', 'CA-2012-FH14275140-41202'), 
('1', '62.61', 'OFF-ST-5706', 'CM-2012-FW439522-41062'), 
('8', '167.27', 'OFF-SU-6182', 'ID-2014-JS15595130-41963'), 
('6', '171.0', 'OFF-PA-4177', 'CM-2013-LT676522-41638'), 
('4', '109.32', 'OFF-BI-3186', 'IN-2013-LW1699027-41565'), 
('1', '112.2', 'TEC-AC-4164', 'IN-2012-MG1820527-41195'), 
('3', '95.85', 'OFF-BI-4804', 'IN-2015-MW1823558-42157'), 
('4', '196.88', 'OFF-ST-6274', 'IN-2013-SH199757-41487'), 
('4', '130.68', 'OFF-SU-6162', 'MA-2014-SV1078577-41822'), 
('3', '96.66', 'OFF-SU-4305', 'ES-2015-VS2182045-42134'), 
('5', '35.8', 'OFF-ST-4029', 'MX-2015-AS1028518-42342'), 
('7', '145.15', 'OFF-AR-3471', 'US-2015-GT1471055-42299'), 
('2', '144.1', 'FUR-CH-4563', 'MX-2015-GM1450098-42025'), 
('2', '190.44', 'FUR-BO-3615', 'MX-2015-HG1484531-42260'), 
('2', '65.57', 'OFF-BI-3325', 'CA-2012-FH14275140-41004'), 
('3', '65.05', 'OFF-ST-6281', 'ES-2014-CL1189045-41740'), 
('5', '88.35', 'OFF-PA-6609', 'ES-2012-CC12685139-41169'), 
('2', '34.68', 'OFF-EN-4433', 'CG-2014-DM334533-41941'), 
('2', '73.26', 'TEC-PH-3135', 'IT-2013-FM14290124-41489'), 
('3', '92.05', 'OFF-AP-3583', 'MX-2013-JK152055-41618'), 
('1', '65.31', 'TEC-PH-5831', 'UP-2015-NG8430137-42351'), 
('3', '70.95', 'OFF-AR-3535', 'CA-2012-FH14275140-41004'), 
('1', '38.58', 'OFF-ST-4294', 'MX-2014-PM1894082-41767'), 
('9', '102.33', 'OFF-LA-4696', 'IN-2012-CB1241566-41243'), 
('2', '149.28', 'TEC-MA-6143', 'IN-2014-Dl1360092-41779'), 
('1', '49.47', 'OFF-AR-6105', 'IR-2012-RE945060-41219'), 
('2', '37.68', 'OFF-AP-3375', 'CA-2014-FH14275140-41956'), 
('4', '124.56', 'TEC-AC-5221', 'MX-2012-TG2164082-41270'), 
('7', '149.38', 'TEC-AC-5101', 'MX-2015-JL1513051-42212'), 
('2', '31.75', 'OFF-BI-4816', 'NI-2012-BM165095-41180'), 
('2', '162.96', 'TEC-AC-5864', 'PL-2015-CC2220103-42115'), 
('2', '210.69', 'OFF-ST-5703', 'IT-2015-GT14635124-42046'), 
('4', '91.13', 'OFF-BI-6369', 'ID-2013-LC1688559-41349'), 
('1', '132.87', 'FUR-CH-4684', 'TZ-2013-MO7800129-41608'), 
('2', '168.3', 'FUR-BO-5745', 'IT-2015-MP1796591-42097'), 
('4', '108.36', 'OFF-EN-3105', 'JO-2015-PT909067-42367'), 
('2', '53.41', 'OFF-PA-4469', 'ES-2015-SM20005139-42138'), 
('7', '20.58', 'OFF-AR-5311', 'CA-2014-FH14275140-41956'), 
('2', '99.6', 'OFF-AP-3569', 'IN-2013-VG2180559-41495'), 
('2', '20.77', 'OFF-AP-4247', 'CA-2015-FH14275140-42138'), 
('4', '80.32', 'OFF-BI-2883', 'MX-2012-DL1333031-41106'), 
('6', '181.8', 'OFF-BI-3713', 'IN-2013-DB1312058-41452'), 
('2', '200.09', 'TEC-PH-5338', 'ES-2013-DP1316564-41278'), 
('4', '63.84', 'OFF-FA-6197', 'AG-2014-ES40803-41948'), 
('4', '123.87', 'FUR-FU-5726', 'ID-2012-GB1457559-41250'), 
('2', '7.18', 'OFF-BI-3302', 'CA-2015-FH14275140-42258'), 
('1', '276.26', 'FUR-BO-5949', 'IN-2014-JS16030130-41922'), 
('8', '238.08', 'OFF-ST-5697', 'SU-2014-JK6090122-41853'), 
('4', '88.44', 'OFF-AR-3454', 'ES-2012-KH1651045-41129'), 
('14', '84.67', 'OFF-ST-4251', 'NI-2012-RD966095-41209'), 
('2', '19.98', 'OFF-PA-6446', 'CA-2014-FH14275140-41956'), 
('4', '169.68', 'FUR-FU-5726', 'IN-2015-CA120551-42085'), 
('1', '120.0', 'TEC-CO-6008', 'SA-2014-CC2610110-41679'), 
('2', '8.93', 'OFF-BI-3279', 'CA-2014-FH14275140-41902'), 
('7', '85.47', 'OFF-AR-3496', 'ES-2013-MZ1733564-41489'), 
('5', '146.12', 'TEC-AC-4180', 'ID-2015-MT18070144-42078'), 
('2', '122.58', 'OFF-AP-3566', 'GG-2014-NP867047-41649'), 
('1', '48.96', 'OFF-ST-6059', 'IR-2013-TB1140060-41522'), 
('3', '98.4', 'OFF-BI-3258', 'MX-2015-YS2188031-42244'), 
('5', '161.1', 'OFF-PA-5850', 'MX-2014-BE1133516-41993'), 
('2', '156.1', 'FUR-FU-5729', 'ID-2015-CS1195059-42246'), 
('3', '129.6', 'OFF-ST-4107', 'ES-2013-CD1198045-41633'), 
('1', '169.68', 'TEC-PH-5812', 'PL-2015-CC2220103-42115'), 
('3', '88.83', 'OFF-AR-3459', 'ES-2013-CM124458-41375'), 
('2', '124.32', 'OFF-ST-5707', 'MZ-2015-CR262587-42167'), 
('2', '91.68', 'TEC-AC-4166', 'TU-2015-DV3045134-42335'), 
('9', '177.93', 'OFF-AR-3484', 'IN-2012-DL134951-41119'), 
('3', '138.96', 'OFF-AR-3499', 'ES-2015-DD1357045-42179'), 
('4', '40.32', 'OFF-LA-4680', 'UP-2014-HG5025137-41815'), 
('2', '17.38', 'OFF-BI-3742', 'CA-2014-FH14275140-41956'), 
('4', '121.92', 'OFF-BI-2884', 'ES-2015-LO1717048-42255'), 
('4', '195.72', 'OFF-AR-3469', 'IN-2015-MH1744027-42334'), 
('2', '145.32', 'TEC-AC-5118', 'IN-2014-PW1903058-41999'), 
('1', '7.48', 'OFF-BI-4368', 'CA-2015-FH14275140-42332'), 
('5', '81.41', 'OFF-PA-4003', 'ID-2014-RF1973559-41775'), 
('3', '63.24', 'OFF-BI-2882', 'MX-2015-TP2156582-42056'), 
('5', '99.2', 'OFF-ST-5697', 'MX-2013-JK1532582-41528'), 
('5', '154.5', 'TEC-AC-5195', 'ES-2013-AZ1075045-41492'), 
('3', '121.61', 'OFF-EN-4911', 'IN-2015-BK1126088-42238'), 
('5', '208.24', 'FUR-CH-4632', 'ID-2015-BT11485102-42101'), 
('6', '165.89', 'TEC-AC-5102', 'IN-2014-LS172307-41759'), 
('2', '86.4', 'OFF-ST-4107', 'ES-2015-MC1784548-42234'), 
('8', '248.69', 'FUR-FU-5736', 'ID-2012-NB1858092-41241'), 
('2', '73.92', 'OFF-EN-3665', 'IN-2014-RB1933027-41979'), 
('2', '273.3', 'TEC-PH-3146', 'IN-2014-SR2042592-41893'), 
('3', '58.32', 'OFF-BI-3715', 'MX-2013-MP1747039-41417'), 
('3', '160.92', 'OFF-AR-3525', 'ES-2014-BV11245120-41688'), 
('3', '43.83', 'OFF-BI-2895', 'ES-2012-CM1183048-41153'), 
('7', '222.81', 'OFF-SU-2977', 'ES-2015-DK1309064-42187'), 
('1', '41.46', 'TEC-MA-4999', 'ES-2014-GH1441045-41947'), 
('2', '52.06', 'OFF-PA-6600', 'ID-2013-HA1492059-41479'), 
('4', '200.04', 'FUR-FU-3026', 'IN-2014-KH1651058-41857'), 
('1', '110.1', 'FUR-FU-3941', 'MO-2012-LR703586-41023'), 
('1', '7.99', 'TEC-PH-5630', 'CA-2015-FH14275140-42077'), 
('1', '2.84', 'OFF-AR-5915', 'CA-2012-FH14275140-41202'), 
('3', '133.49', 'TEC-MA-5494', 'ES-2013-MS17980139-41605'), 
('3', '179.46', 'FUR-CH-5758', 'IN-2013-MY1829527-41300'), 
('12', '1443.96', 'OFF-ST-4839', 'CA-2015-FM14290140-42333'), 
('1', '74.49', 'TEC-PH-5825', 'MD-2013-SH1063583-41593'), 
('5', '1499.97', 'TEC-PH-5088', 'CA-2014-FM14290140-41997'), 
('5', '161.5', 'OFF-ST-4106', 'MX-2013-MG1769582-41584'), 
('2', '89.94', 'OFF-PA-6602', 'ES-2012-CD1198048-40989'), 
('2', '55.86', 'OFF-AR-3492', 'ES-2012-DW134808-41269'), 
('2', '67.92', 'OFF-PA-5885', 'ES-2015-GT1475564-42301'), 
('2', '99.84', 'OFF-AR-3470', 'ES-2014-JH1582064-41811'), 
('3', '59.94', 'OFF-PA-6461', 'US-2015-FM14290140-42315'), 
('5', '70.2', 'OFF-FA-3061', 'IN-2012-LA1678027-40956'), 
('4', '41.4', 'OFF-LA-3225', 'US-2015-FM14290140-42315'), 
('8', '176.8', 'TEC-AC-5899', 'CA-2012-FM14290140-41146'), 
('4', '105.72', 'OFF-ST-4263', 'AG-2014-SK99903-41881'), 
('4', '45.36', 'OFF-FA-6129', 'US-2015-FM14290140-42315'), 
('2', '61.44', 'OFF-ST-5696', 'SA-2015-BM1785110-42321'), 
('4', '92.04', 'OFF-SU-6175', 'SA-2013-CS1845110-41523'), 
('4', '93.84', 'OFF-AR-6116', 'AO-2014-CM26554-41726'), 
('7', '68.99', 'OFF-FA-6189', 'IN-2012-CC126707-41203'), 
('5', '26.4', 'OFF-PA-3159', 'US-2015-FM14290140-42315'), 
('3', '65.04', 'OFF-AR-3488', 'ES-2015-DR12940139-42104'), 
('6', '63.5', 'OFF-LA-4693', 'IN-2013-JM152657-41403'), 
('3', '52.75', 'OFF-ST-5690', 'CA-2015-FM14290140-42313'), 
('2', '217.32', 'FUR-FU-3943', 'UP-2014-KH6690137-41892'), 
('6', '112.86', 'OFF-FA-2940', 'SF-2015-MM8280117-42196'), 
